chrX	posX	chrY	posY	color
6	1207000	Chr11	20038981	8.52
1	5375000	Chr01	5361583	17.209
8	18784000	Chr08	19954021	6.574
6	3952000	Chr06	3171905	14.542
9	8619000	Chr01	30856461	12.576
6	6928000	Chr06	7166076	12.553
4	23006000	Chr11	6299531	7.802
7	1835000	Chr07	1873436	22.164
1	923000	Chr01	1036746	18.544
3	17042000	Chr03	17046632	22.055
3	17189000	Chr01	1762608	5.538
6	28021000	Chr07	3287806	5.73
5	21939000	Chr12	22976448	7.463
6	8393000	Chr06	8098773	19.06
6	13725000	Chr06	16270969	11.983
3	15903000	Chr06	907307	5.759
9	8619000	Chr03	12731393	11.012
11	800000	Chr11	969473	24.019
2	31539000	Chr01	19693394	5.658
9	10748000	Chr06	28055047	5.497
6	7318000	Chr01	36129132	5.378
9	16040000	Chr08	20567329	6.4
3	22493000	Chr07	138641	8.941
10	1266000	Chr10	1211722	20.749
11	22252000	Chr07	832425	6.14
1	23456000	Chr01	23533621	13.948
5	27080000	Chr11	22774916	8.678
9	18432000	Chr09	18496518	24.577
8	18942000	Chr07	5438123	5.316
9	9520000	Chr12	11021290	9.819
1	38419000	Chr01	38603953	13.46
6	7916000	Chr06	8098776	26.937
11	18665000	Chr11	18739495	6.334
4	22353000	Chr04	22452846	23.077
3	14602000	Chr03	14533560	18.927
9	8988000	Chr03	21482429	14.728
6	19578000	Chr05	29474552	5.193
2	33452000	Chr02	33820909	7.635
3	29441000	Chr03	29148249	22.925
1	19200000	Chr01	12909099	5.754
12	19563000	Chr12	19748399	40
9	1319000	Chr09	995781	16.372
9	9520000	Chr01	8494096	7.379
9	7828000	Chr03	29493908	10.599
3	28489000	Chr03	28115569	5.249
5	17008000	Chr05	17024792	20.253
1	30194000	Chr01	30584797	22.88
5	22634000	Chr11	8996618	5.408
3	13901000	Chr03	241475	4.946
3	9257000	Chr03	9342787	15.875
7	442000	Chr07	139193	13.311
5	0	Chr05	152832	20.943
8	24429000	Chr08	24907917	8.595
12	8862000	Chr04	16969410	23.735
8	3185000	Chr08	2987949	9.409
3	368000	Chr03	271639	18.182
7	28412000	Chr08	1624352	11.547
7	18148000	Chr07	18152262	24.086
6	2742000	Chr06	2780332	40
2	15864000	Chr02	15920367	6.884
7	19260000	Chr12	3041239	5.408
9	10833000	Chr10	15619892	7.708
9	898000	Chr09	3195572	25.215
10	4921000	Chr10	4262140	6.243
10	2637000	Chr10	3506117	40
6	19578000	Chr05	7831554	15.411
3	24681000	Chr05	2831995	5.2
9	15818000	Chr01	24514021	18.774
7	15413000	Chr07	16674031	40
8	18285000	Chr08	18897083	18.688
5	21427000	Chr08	24342402	8.334
4	31632000	Chr04	31746304	9.098
2	5399000	Chr02	6039880	23.671
2	8897000	Chr02	30005462	6.36
9	20855000	Chr09	20995186	8.861
3	8784000	Chr03	9162148	35.02
1	30502000	Chr01	30517459	27.159
7	23847000	Chr04	11893939	5.176
12	18390000	Chr08	20597394	5.681
6	7176000	Chr06	7229608	27.744
4	15935000	Chr04	6596391	8.759
1	23678000	Chr01	23628962	7.488
2	20675000	Chr07	18476458	7.036
5	28679000	Chr05	28757335	19.147
11	10626000	Chr11	10086479	10.787
3	17042000	Chr09	3903215	6.361
2	6387000	Chr08	5980104	30.471
3	26731000	Chr03	26736674	22.487
5	26841000	Chr05	27234191	29.991
3	8535000	Chr03	8444895	22.752
1	22837000	Chr01	22959605	17.274
10	19746000	Chr10	20084470	9.98
1	42182000	Chr01	42177184	30.174
3	266000	Chr03	271868	31.067
5	15064000	Chr05	14327053	26.782
4	18939000	Chr04	18951939	19.557
7	8934000	Chr07	9249553	18.53
9	21177000	Chr09	21379209	15.271
12	17404000	Chr12	17530452	18.477
5	6214000	Chr07	9250760	6.017
9	7090000	Chr03	6568530	15.132
3	29441000	Chr03	28984459	17.611
6	23925000	Chr06	24300688	34.998
1	6233000	Chr10	20691205	5.22
1	34861000	Chr01	22134130	19.771
7	17884000	Chr07	17880432	9.532
5	16395000	Chr07	24228642	5.475
9	8514000	Chr02	20703307	20.108
10	19746000	Chr10	19975662	40
3	21239000	Chr03	10422559	5.38
12	26356000	Chr12	26412804	19.345
6	12491000	Chr06	14047701	13.575
6	8454000	Chr06	8704326	16.53
6	1699000	Chr06	1783560	7.124
9	942000	Chr09	2097375	5.791
12	22482000	Chr12	23141726	19.401
11	7038000	Chr11	7121480	9.273
5	15064000	Chr05	15761630	20.261
9	9520000	Chr08	21384205	5.33
3	29008000	Chr03	29145684	23.485
3	30334000	Chr03	16956444	5.248
5	21090000	Chr05	18089508	7.634
8	5461000	Chr07	27762659	5.271
3	28630000	Chr11	23634178	20.682
6	8264000	Chr06	8098753	27.538
6	796000	Chr09	14367019	5.643
4	17160000	Chr04	18763054	16.2
9	21309000	Chr07	26782992	40
4	23006000	Chr03	5578601	7.951
8	20286000	Chr08	20460583	16.992
2	6387000	Chr11	5441669	22.34
2	28731000	Chr02	28888478	21.716
2	29195000	Chr02	28741819	15.048
1	32897000	Chr01	33226469	34.636
12	25385000	Chr12	25587848	40
3	24681000	Chr03	24766909	23.323
1	19517000	Chr01	20065492	16.601
9	10748000	Chr04	35461676	6.949
6	3133000	Chr06	3185829	22.256
8	7862000	Chr08	5991025	32.793
3	30334000	Chr03	30371954	17.494
6	3133000	Chr11	5072283	40
1	35135000	Chr01	33264028	10.283
11	22606000	Chr06	5151773	12.492
8	19695000	Chr08	20054661	18.496
9	8160000	Chr05	19404236	10.293
11	19892000	Chr11	20354706	17.034
9	22201000	Chr09	22218836	28.833
5	10351000	Chr05	9693582	40
8	3017000	Chr07	25950792	7.603
2	0	Chr07	27570249	25.987
9	8619000	Chr03	16895896	13.887
3	28670000	Chr03	28828486	20.73
3	27637000	Chr05	22992602	8.822
5	22660000	Chr07	11382722	6.019
6	20261000	Chr06	20928828	37.459
9	9369000	Chr09	8612118	12.299
6	8319000	Chr06	8263477	11.818
6	22233000	Chr06	22842536	12.666
4	12722000	Chr04	13809150	9.338
12	22482000	Chr12	22495198	33.282
12	22597000	Chr12	23094328	7.576
11	4426000	Chr11	4613349	31.172
8	3888000	Chr08	3956673	25.652
9	4353000	Chr09	4544350	24.815
11	25622000	Chr01	18049443	14.822
3	15478000	Chr03	15497765	25.492
2	9924000	Chr02	10397414	31.99
8	26358000	Chr08	26427422	31.721
12	8862000	Chr12	9356683	23.252
1	34745000	Chr01	34767671	15.64
1	17609000	Chr01	18012727	30.622
12	16258000	Chr12	17280018	10.247
4	16725000	Chr02	10082738	5.859
6	2236000	Chr06	3776700	5.831
4	2532000	Chr04	3613843	29.847
2	30620000	Chr02	30711728	8.791
1	3518000	Chr01	20810691	27.544
1	19200000	Chr01	20204175	21.978
9	19450000	Chr09	19594999	27.03
6	25624000	Chr06	26462049	7.298
9	17999000	Chr09	18179915	26.98
3	26731000	Chr03	26736675	39.828
3	3278000	Chr03	3462613	24.856
6	26850000	Chr04	20303000	5.731
3	266000	Chr03	268814	27.92
7	28078000	Chr07	28150605	21.17
3	10178000	Chr03	10233456	8.901
9	1319000	Chr09	2362303	28.786
2	9457000	Chr02	9902499	25.609
1	33286000	Chr01	33084265	30.27
4	22610000	Chr08	8321849	6.582
4	22445000	Chr02	32283371	9.348
8	5461000	Chr08	5679676	19.701
10	16268000	Chr11	1625541	5.239
4	23342000	Chr08	27292405	7.839
12	10774000	Chr12	10453339	9.72
4	23006000	Chr03	6552354	5.825
1	30891000	Chr01	31261768	18.03
1	41822000	Chr01	41934475	10.55
4	20764000	Chr09	7853127	6.233
8	24429000	Chr08	24951542	23.604
1	30155000	Chr02	3534686	13.673
9	18930000	Chr09	19649848	9.727
9	9520000	Chr05	23720941	8.659
7	0	Chr07	138479	12.298
6	2886000	Chr02	27754676	5.6
2	15864000	Chr02	15999593	22.383
5	16164000	Chr05	16618024	24.23
2	31539000	Chr02	31543708	31.536
11	21233000	Chr11	22249706	8.731
9	18307000	Chr09	18477137	10.714
1	30973000	Chr01	30697816	31.667
4	22610000	Chr06	147905	5.444
9	20283000	Chr09	20398865	8.25
11	20103000	Chr11	20190727	23.892
6	15809000	Chr06	15842733	17.475
5	2265000	Chr05	2310360	9.443
9	8160000	Chr08	2807401	28.596
11	24289000	Chr11	23701510	22.617
7	23190000	Chr07	23772369	22.119
7	637000	Chr01	34539952	6.015
4	23287000	Chr01	3241491	5.415
5	3104000	Chr05	3188185	27.859
3	18076000	Chr03	17388886	10.981
1	0	Chr04	29361300	20.634
11	10686000	Chr10	5177665	18.717
1	0	Chr01	412412	31.533
11	800000	Chr11	1135333	17.854
3	28518000	Chr03	28526643	20.675
9	10018000	Chr09	936923	6.773
12	25637000	Chr12	25671135	17.613
1	31654000	Chr01	30698469	30.8
3	10436000	Chr01	26232068	5.943
6	5244000	Chr09	1070335	20.279
9	9369000	Chr09	7855287	5.71
1	34745000	Chr01	34731703	10.819
3	266000	Chr03	270531	38.215
1	12367000	Chr01	12393066	18.162
11	26463000	Chr11	25524547	9
1	1321000	Chr06	23925683	6.314
3	27678000	Chr03	27730290	18.934
2	18071000	Chr02	16824914	18.29
3	266000	Chr03	269529	32.555
5	19033000	Chr01	9857785	5.752
9	9520000	Chr07	17214652	6.31
10	2637000	Chr07	6035735	5.123
6	4869000	Chr06	5417259	5.657
9	15818000	Chr09	16136493	15.168
8	27165000	Chr08	27191033	15.287
11	25444000	Chr11	26343561	29.27
9	6587000	Chr06	10182925	12.875
9	20063000	Chr09	20162097	19.56
2	35384000	Chr08	27470373	7.678
12	25637000	Chr12	25721489	29.236
9	19550000	Chr09	19595423	38.232
6	2886000	Chr02	20872574	5.876
1	19971000	Chr01	20135091	10.859
1	32325000	Chr01	32366121	28.628
5	28952000	Chr05	29033475	22.719
6	20468000	Chr06	20872583	7.041
6	2086000	Chr06	2076358	30.835
6	20974000	Chr06	20983974	40
6	18152000	Chr09	16763671	6.239
9	8726000	Chr03	270172	6.326
1	30502000	Chr01	30785316	6.201
3	29804000	Chr05	23719329	6.344
1	14253000	Chr01	13901256	19.989
8	26109000	Chr10	1894991	40
4	23006000	Chr06	27706220	5.222
9	20855000	Chr09	12572884	19.977
12	16367000	Chr12	16566228	12.962
6	6783000	Chr06	6995118	11.98
3	15103000	Chr03	15210727	21.579
2	16208000	Chr02	18622463	13.729
4	7380000	Chr04	12662642	11.574
9	8160000	Chr05	23360266	7.88
3	35757000	Chr03	35987481	5.783
1	33618000	Chr01	34500309	26.311
9	4353000	Chr09	4489569	27.522
3	16225000	Chr02	211892	5.236
11	9036000	Chr12	19252862	6.629
6	272000	Chr04	24110994	5.889
3	2160000	Chr03	2470945	15.562
9	8988000	Chr09	20225807	5.268
5	1725000	Chr05	1780061	16.788
9	8160000	Chr07	16742945	10.629
1	14118000	Chr01	13433490	33.384
1	31957000	Chr01	31936948	6.822
1	33618000	Chr01	33327979	17.276
3	12994000	Chr03	13004519	21.506
5	16828000	Chr05	16811869	21.927
5	21417000	Chr02	22945304	16.818
9	8988000	Chr03	33328655	12.118
4	23245000	Chr05	24440468	5.091
6	23504000	Chr06	23203913	6.506
1	42182000	Chr01	42176495	15.664
3	22756000	Chr02	35094039	8.771
4	31168000	Chr04	31352303	20.092
2	1236000	Chr02	1140288	5.323
4	4188000	Chr04	4210769	13.823
1	14253000	Chr01	14338072	9.449
2	1646000	Chr02	1594237	22.575
6	21718000	Chr06	21951731	22.386
5	21090000	Chr10	14863988	6.486
1	38344000	Chr11	18041977	6.306
3	2330000	Chr03	2628575	14.04
1	38419000	Chr01	38578299	21.253
3	7878000	Chr03	7996161	8.459
4	22610000	Chr02	26808932	5.948
4	23245000	Chr08	3450875	6.255
1	19301000	Chr01	17469780	10.845
10	17466000	Chr10	17901785	21.666
3	29008000	Chr03	29092224	16.501
2	18467000	Chr01	9000694	5.093
1	34745000	Chr01	34500302	15.534
6	2416000	Chr06	2497458	11.31
4	22353000	Chr01	32571894	6.103
7	940000	Chr08	27951079	5.176
1	31703000	Chr01	30997734	10.919
9	7090000	Chr09	11665861	9.249
1	32178000	Chr04	27950481	20.016
9	20063000	Chr09	20134958	40
2	20675000	Chr02	30344754	5.204
5	21438000	Chr07	23266328	11.119
4	22012000	Chr02	121835	6.728
9	9520000	Chr08	23890165	8.04
11	223000	Chr11	267774	34.832
9	11272000	Chr09	11639964	36.741
2	12101000	Chr02	13228605	29.379
1	34861000	Chr01	34896637	30.245
6	2086000	Chr03	3612387	13.709
8	8580000	Chr02	29363834	5.014
11	19892000	Chr11	6508253	5.954
3	29311000	Chr03	29382483	13.195
7	23826000	Chr11	16942609	5.021
12	26555000	Chr01	40629734	16.845
2	10189000	Chr02	10269482	15.343
11	10626000	Chr01	33806958	6.917
2	31257000	Chr02	31934506	9.973
7	28412000	Chr11	11408387	5.122
1	35543000	Chr01	33926445	11.665
1	30194000	Chr01	30476891	22.882
3	17376000	Chr03	17251523	28.531
11	1912000	Chr11	2338435	7.988
9	10748000	Chr04	19162181	6.11
1	38344000	Chr08	24120035	5.118
5	21427000	Chr07	2938968	5.834
4	13347000	Chr08	23733555	5.592
3	23484000	Chr03	23421982	6.973
1	22024000	Chr03	24874109	7.693
4	22610000	Chr09	1813825	6.016
9	7828000	Chr01	7604657	5.228
5	27080000	Chr05	28101807	7.167
9	6748000	Chr07	1067735	7.727
4	23006000	Chr03	14782439	5.065
2	34979000	Chr07	19621829	7.843
4	4425000	Chr04	4560345	40
9	8619000	Chr01	23534434	15.541
5	16828000	Chr07	6035743	9.975
3	266000	Chr03	268270	20.68
9	20063000	Chr09	20141585	39.261
3	1116000	Chr03	1775015	9.712
5	18477000	Chr02	4895628	16.589
9	6748000	Chr06	24605561	5.063
1	22892000	Chr01	22940023	14.366
9	20855000	Chr09	20876638	15.274
3	3278000	Chr03	3346586	22.605
1	42423000	Chr11	19043218	6.043
9	7828000	Chr07	23272774	12.672
7	1745000	Chr11	25625345	11.138
6	6783000	Chr06	6915062	18.013
6	22115000	Chr06	24003881	5.602
3	368000	Chr03	269625	7.981
9	11272000	Chr09	11639963	40
5	21438000	Chr08	2955161	17.102
7	8408000	Chr02	4496030	6.994
1	35966000	Chr01	36490481	12.761
3	5943000	Chr05	24204449	17.803
11	800000	Chr11	1113670	21.447
9	7961000	Chr05	18007576	7.642
3	21239000	Chr03	22346110	33.482
2	2828000	Chr02	2866572	38.017
9	9369000	Chr04	12069528	5.176
3	26450000	Chr03	3191961	5.398
9	15441000	Chr06	22374637	5.274
12	16464000	Chr09	6515094	12.733
1	34745000	Chr01	34457851	17.131
9	20212000	Chr09	20230861	5.215
9	16040000	Chr09	16139499	25.304
4	23006000	Chr03	10078602	7.37
10	22058000	Chr01	23748375	23.74
2	8015000	Chr02	8563197	22.937
1	35135000	Chr01	35109223	17.656
11	1015000	Chr11	1031572	31.212
7	23190000	Chr12	18362386	5.096
1	34683000	Chr01	19693388	7.12
12	14549000	Chr12	13661182	10.377
12	17641000	Chr12	17791168	20.185
3	368000	Chr03	272221	18.483
3	18076000	Chr01	26232065	12.039
8	10540000	Chr04	25176569	6.509
10	14836000	Chr10	14825156	17.987
3	23571000	Chr01	700380	5.294
3	14602000	Chr10	18073860	5.318
9	8514000	Chr02	24022059	22.186
3	266000	Chr03	271294	29.122
1	8798000	Chr01	8912735	37.372
3	1876000	Chr03	2042749	6.93
4	17160000	Chr01	31778175	5.348
9	18580000	Chr09	18804056	10.338
2	10189000	Chr03	27696560	8.595
6	3952000	Chr11	5003385	15.769
2	106000	Chr02	69061	17.014
6	23358000	Chr06	23851158	6.801
1	19301000	Chr01	19478074	27.397
2	10189000	Chr02	10512464	31.86
4	2040000	Chr07	24347066	5.358
11	3177000	Chr11	3503805	24.363
4	22445000	Chr03	105466	6.049
3	29654000	Chr07	3616029	5.534
2	16555000	Chr02	17433661	18.168
2	31990000	Chr02	31803851	7.417
11	372000	Chr11	849208	11.647
10	22732000	Chr10	22876453	30.024
9	10018000	Chr03	27444565	5.839
8	5117000	Chr08	5166094	24.685
4	30891000	Chr01	9191283	5.426
5	18477000	Chr05	18768415	30.792
9	20063000	Chr09	20162096	8.745
9	6587000	Chr09	3455434	11.509
10	776000	Chr01	19148241	10.029
9	8619000	Chr03	12451689	5.547
9	8726000	Chr02	24989343	5.607
1	35543000	Chr01	36490821	11.022
7	25987000	Chr07	26056104	36.87
12	10741000	Chr12	10709294	18.616
9	8961000	Chr05	2546314	5.205
5	21438000	Chr07	7905807	11.528
3	9424000	Chr03	9500231	16.436
10	3525000	Chr10	4062501	5.621
3	21239000	Chr03	270900	6.875
2	30766000	Chr02	30528086	5.088
4	23501000	Chr01	30664458	18.357
3	15103000	Chr03	15163366	31.393
5	21427000	Chr06	19559834	17.356
10	1316000	Chr10	1903674	32.57
9	7961000	Chr08	3418295	24.81
5	21438000	Chr06	13913118	17.811
4	32196000	Chr06	1561789	6.024
11	8863000	Chr11	11692707	7.601
9	8988000	Chr12	26339775	10.576
10	5277000	Chr10	10630583	21.466
1	41696000	Chr09	15920386	35.58
6	24667000	Chr06	24961894	5.697
5	6511000	Chr05	6743716	40
2	2571000	Chr03	2047589	6.586
1	6233000	Chr01	6331024	8.989
3	14349000	Chr03	14685554	15.454
1	12088000	Chr07	7905808	6.757
6	29195000	Chr11	20335143	17.482
4	4919000	Chr09	15395593	8.032
7	0	Chr07	139189	22.933
9	20283000	Chr09	20367015	40
2	34869000	Chr01	28635450	5.152
3	26339000	Chr04	35325557	19.642
11	2378000	Chr11	2970387	11.974
3	35803000	Chr03	35864661	32.844
3	34925000	Chr02	29474951	5.206
3	29594000	Chr02	22584952	5.524
10	17931000	Chr10	17933075	22.703
7	16158000	Chr07	16218729	5.714
9	5631000	Chr07	5177341	24.566
12	8862000	Chr12	9356136	19.723
11	3861000	Chr11	3837706	5.308
7	1745000	Chr07	1775278	16.391
1	23921000	Chr01	23968706	29.723
4	30614000	Chr04	31024190	16.168
5	14421000	Chr05	16011377	20.917
1	42930000	Chr01	43078264	17.295
2	20284000	Chr02	20343999	10.154
11	20103000	Chr11	20305345	19.715
5	16512000	Chr03	270344	6.727
1	31035000	Chr01	30658717	9.172
3	32282000	Chr03	33763773	15.237
3	30411000	Chr03	30965749	11.067
9	19450000	Chr09	19649742	9.887
9	19805000	Chr09	19102923	9.863
4	6598000	Chr09	12673919	4.999
4	23844000	Chr04	24149226	8.385
4	4425000	Chr04	4266410	8.98
3	24668000	Chr03	24664727	17.74
5	22949000	Chr05	23195475	11.83
1	33618000	Chr01	35093888	6.026
2	15886000	Chr02	15457952	11.491
5	14421000	Chr05	20784615	5.791
3	21239000	Chr11	959721	12.892
9	7961000	Chr08	934793	10.16
10	13050000	Chr10	13034337	21.978
12	3135000	Chr07	3670360	7.29
1	35543000	Chr01	35426941	19.081
5	21323000	Chr02	22945309	11.2
3	266000	Chr03	269272	29.85
4	21515000	Chr04	21536492	40
5	27080000	Chr05	27433011	14.428
4	5490000	Chr07	5139040	5.634
9	1319000	Chr02	34875858	6.349
11	22606000	Chr11	22924861	6.462
11	28814000	Chr02	24216982	5.551
5	28396000	Chr05	27867290	7.631
9	9369000	Chr11	5873149	5.281
4	520000	Chr10	9701246	5.899
8	17896000	Chr08	18250570	19.39
3	28422000	Chr03	28374230	24.539
12	16258000	Chr12	16363273	9.217
7	1835000	Chr07	1919523	17.864
8	8028000	Chr08	10354645	8.33
4	22445000	Chr04	23239169	9.85
1	20942000	Chr01	18218020	5.652
1	30470000	Chr01	31627155	17.342
6	3060000	Chr06	21164800	6.595
11	7114000	Chr03	22973780	17.349
3	26450000	Chr05	6486855	5.605
1	12660000	Chr09	869658	7.141
1	31053000	Chr01	31454882	7.552
5	8268000	Chr10	18597280	5.557
9	22201000	Chr10	17934762	7.467
5	5376000	Chr04	4942944	6.359
2	16153000	Chr02	17694479	5.26
1	31035000	Chr01	31117867	28.909
3	18076000	Chr03	271301	12.14
3	29988000	Chr03	9166131	8.39
1	32897000	Chr01	33777230	8.466
9	20374000	Chr09	20471811	18.399
9	18819000	Chr04	27378011	5.615
2	15864000	Chr02	34022652	5.885
3	29227000	Chr03	29241321	22.764
7	26328000	Chr07	26498665	5.294
6	23125000	Chr10	4697077	8.336
3	16185000	Chr07	10180625	5.478
3	36184000	Chr03	36205550	15.272
5	1155000	Chr11	17797213	5.029
11	19603000	Chr07	18603582	5.119
3	266000	Chr03	271703	14.393
1	40120000	Chr12	12579522	5.678
2	19198000	Chr02	19233773	21.316
8	18512000	Chr08	18726605	20.268
3	22886000	Chr03	23383093	14.864
5	28396000	Chr05	28527635	21.003
10	22732000	Chr10	22876470	31.596
9	4353000	Chr09	5088900	13.121
8	18784000	Chr08	18822093	40
1	6216000	Chr05	24926110	6.877
11	10626000	Chr11	11869976	7.43
3	8784000	Chr03	8843625	21.78
3	1844000	Chr04	24009006	5.165
9	4353000	Chr09	4431107	7.14
8	15358000	Chr08	16558171	20.467
5	0	Chr05	171201	9.663
3	10088000	Chr03	9910923	17.548
9	10748000	Chr01	8148545	5.32
8	6321000	Chr08	8151407	19.873
4	22445000	Chr09	20083738	5.079
6	26269000	Chr01	39012619	6.721
5	27962000	Chr05	27993660	11.471
3	25394000	Chr03	25302154	32.511
3	16417000	Chr03	16149906	13.48
8	6041000	Chr08	6011873	27.391
9	8160000	Chr12	26339648	30.076
1	8382000	Chr01	21271036	5.33
3	18076000	Chr12	12957253	11.733
3	17042000	Chr03	271423	5.72
9	20590000	Chr09	20693217	12.819
5	4188000	Chr05	3366245	5.813
5	21090000	Chr06	26701858	10.782
7	637000	Chr07	668116	32.497
9	1319000	Chr09	2097769	5.983
6	21718000	Chr06	16883015	7.991
2	20284000	Chr02	20336391	36.243
1	10589000	Chr01	10361405	35.729
11	9734000	Chr03	268483	6.01
3	14602000	Chr03	14669642	8.177
6	2297000	Chr06	2355523	19.461
3	266000	Chr03	268483	36.536
3	266000	Chr03	269364	36.026
10	6406000	Chr10	5834418	37.566
12	25637000	Chr02	11601211	11.593
1	4751000	Chr01	4818593	40
6	27920000	Chr06	27926462	6.546
1	18779000	Chr02	3278289	27.97
5	21939000	Chr06	6834119	9.968
3	266000	Chr03	268326	40
1	6233000	Chr01	6332548	6.91
9	8160000	Chr10	2177511	13.636
3	28518000	Chr03	28541342	28.429
2	3227000	Chr02	2389391	17.491
11	9734000	Chr11	10681882	11.832
8	4857000	Chr08	4771068	23.484
9	8160000	Chr04	24149224	6.418
3	8535000	Chr10	16761535	30.622
4	21633000	Chr02	7227029	7.081
11	19557000	Chr04	23566889	5.452
10	19746000	Chr10	19975444	10.996
9	20374000	Chr09	20493698	25.845
2	16555000	Chr02	17121044	24.233
5	6002000	Chr05	6357059	17.036
1	43066000	Chr01	43253787	20.113
4	16048000	Chr05	3784725	13.097
11	800000	Chr11	1126138	17.707
10	22910000	Chr10	23094985	19.025
8	8580000	Chr08	11628863	6.779
11	17514000	Chr11	17570245	11.068
7	16666000	Chr07	16924185	5.439
3	266000	Chr03	271380	28.252
6	10823000	Chr02	22898667	16.284
6	11460000	Chr05	13383499	5.734
9	8988000	Chr12	6521796	11.167
9	0	Chr09	692584	14.147
3	27249000	Chr02	32843733	24.61
5	21090000	Chr03	21516217	26.24
1	923000	Chr01	1061325	39.704
1	23678000	Chr09	4421313	15.493
2	16208000	Chr02	17315437	9.65
3	266000	Chr03	267639	40
1	1951000	Chr01	2129213	27.161
9	18364000	Chr09	18001050	18.175
5	2753000	Chr05	2325478	5.669
3	5869000	Chr03	5880526	14.869
7	9343000	Chr02	9712483	6.182
9	10833000	Chr01	36490670	5.732
9	8726000	Chr01	2317887	7.198
5	21939000	Chr02	30937697	25.139
8	18285000	Chr08	17659575	6.621
7	23826000	Chr12	26632846	5.121
9	6587000	Chr09	6528992	19.508
3	27249000	Chr11	23855567	7.978
10	0	Chr10	278266	37.186
12	24156000	Chr12	24362682	23.271
1	35135000	Chr01	35331603	16.982
12	16464000	Chr12	17022253	40
1	22989000	Chr01	22422279	6.76
6	15728000	Chr06	15206070	11.489
9	7753000	Chr01	42284014	6.41
9	942000	Chr09	3381706	19.821
5	16790000	Chr03	14382487	14.909
9	135000	Chr09	692559	26.316
3	21239000	Chr07	136532	17.25
9	7139000	Chr06	17439597	15.374
8	8580000	Chr08	8628855	15.984
8	24429000	Chr08	25190816	31.588
10	13110000	Chr10	13107971	12.835
9	15818000	Chr01	37248265	6.006
9	19099000	Chr09	19090615	17.612
7	442000	Chr07	620405	6.245
4	16048000	Chr04	16681110	15.777
3	368000	Chr03	271683	27.89
1	33843000	Chr01	34316165	5.89
10	5277000	Chr10	6926278	4.989
7	18359000	Chr03	269623	5.149
2	16153000	Chr02	13228606	24.531
6	19578000	Chr07	5070696	6.226
6	26850000	Chr11	21994476	5.382
4	23844000	Chr01	41354550	5.357
12	26698000	Chr12	26788132	9.007
9	8160000	Chr04	33968165	7.465
6	8264000	Chr06	9536605	6.267
10	5277000	Chr10	9623572	6.085
11	1912000	Chr11	1867876	13.419
3	28518000	Chr03	28644098	8.96
11	18665000	Chr11	18988458	8.377
12	22482000	Chr12	22664392	31.658
3	17836000	Chr03	22355207	13.646
5	6734000	Chr05	1992886	5.759
5	17975000	Chr03	10297234	13.582
1	9222000	Chr01	9171234	40
4	22610000	Chr06	27055564	6.809
8	18285000	Chr08	18212129	12.077
7	7596000	Chr07	28293874	9.306
9	20497000	Chr04	21020698	29.226
2	15864000	Chr02	15283877	8.725
3	29008000	Chr03	29086948	23.258
1	1784000	Chr01	1884624	13.553
7	1303000	Chr07	1443421	9.603
